Country,Year,Value,Resource,Metric
Belarus,1977.0,0.0,Natural Gas,Consumption
Kazakhstan,1977.0,0.0,Natural Gas,Consumption
Russian Federation,1977.0,0.0,Natural Gas,Consumption
Turkmenistan,1977.0,0.0,Natural Gas,Consumption
Uzbekistan,1977.0,0.0,Natural Gas,Consumption
Other CIS,1977.0,0.0,Natural Gas,Consumption
Total CIS,1977.0,11.635089874267578,Natural Gas,Consumption
Iran,1977.0,0.17669060826301575,Natural Gas,Consumption
Iraq,1977.0,0.040287598967552185,Natural Gas,Consumption
Israel,1977.0,0.0019746592734009027,Natural Gas,Consumption
Kuwait,1977.0,0.1440846025943756,Natural Gas,Consumption
Oman,1977.0,0.0,Natural Gas,Consumption
Qatar,1977.0,0.05779026076197624,Natural Gas,Consumption
Saudi Arabia,1977.0,0.14080139994621277,Natural Gas,Consumption
United Arab Emirates,1977.0,0.11863800138235092,Natural Gas,Consumption
Other Middle East,1977.0,0.09031143598258495,Natural Gas,Consumption
Total Middle East,1977.0,0.7705785671714693,Natural Gas,Consumption
Algeria,1977.0,0.12924450635910034,Natural Gas,Consumption
Egypt,1977.0,0.015938999131321907,Natural Gas,Consumption
Morocco,1977.0,0.003027642611414194,Natural Gas,Consumption
South Africa,1977.0,0.005333144683390856,Natural Gas,Consumption
Eastern Africa,1977.0,3.3299998904112726e-05,Natural Gas,Consumption
Middle Africa,1977.0,0.003942000075767282,Natural Gas,Consumption
Western Africa,1977.0,0.029514599591493607,Natural Gas,Consumption
Other Northern Africa,1977.0,0.058608898892998695,Natural Gas,Consumption
Other Southern Africa,1977.0,0.0,Natural Gas,Consumption
Total Africa,1977.0,0.245643091344391,Natural Gas,Consumption
Australia,1977.0,0.2799663841724396,Natural Gas,Consumption
Bangladesh,1977.0,0.029244599863886833,Natural Gas,Consumption
China,1977.0,0.4397522211074829,Natural Gas,Consumption
China Hong Kong SAR,1977.0,0.0,Natural Gas,Consumption
India,1977.0,0.04965344816446304,Natural Gas,Consumption
Indonesia,1977.0,0.1826999932527542,Natural Gas,Consumption
Japan,1977.0,0.46002626419067383,Natural Gas,Consumption
Malaysia,1977.0,0.011436274275183678,Natural Gas,Consumption
New Zealand,1977.0,0.055226169526576996,Natural Gas,Consumption
Pakistan,1977.0,0.15270480513572693,Natural Gas,Consumption
Philippines,1977.0,0.0,Natural Gas,Consumption
Singapore,1977.0,0.0,Natural Gas,Consumption
South Korea,1977.0,0.0,Natural Gas,Consumption
Sri Lanka,1977.0,0.0,Natural Gas,Consumption
Taiwan,1977.0,0.07502703368663788,Natural Gas,Consumption
Thailand,1977.0,0.0,Natural Gas,Consumption
Vietnam,1977.0,0.0,Natural Gas,Consumption
Other Asia Pacific,1977.0,0.06060600094497204,Natural Gas,Consumption
Total Asia Pacific,1977.0,1.796343194320798,Natural Gas,Consumption
Total World,1977.0,45.935418375214795,Natural Gas,Consumption
of which: OECD,1977.0,29.960746648022905,Natural Gas,Consumption
                 Non-OECD,1977.0,15.97467172719189,Natural Gas,Consumption
                 European Union #,1977.0,7.6154311913996935,Natural Gas,Consumption
Canada,1978.0,1.7751933336257935,Natural Gas,Consumption
Mexico,1978.0,0.6158111095428467,Natural Gas,Consumption
US,1978.0,18.991384506225586,Natural Gas,Consumption
Total North America,1978.0,21.382388949394226,Natural Gas,Consumption
Argentina,1978.0,0.36025288701057434,Natural Gas,Consumption
Brazil,1978.0,0.028576022014021873,Natural Gas,Consumption
Chile,1978.0,0.020902860909700394,Natural Gas,Consumption
Colombia,1978.0,0.08586270362138748,Natural Gas,Consumption
Ecuador,1978.0,0.003140100045129657,Natural Gas,Consumption
Peru,1978.0,0.023007599636912346,Natural Gas,Consumption
Trinidad & Tobago,1978.0,0.08733689785003662,Natural Gas,Consumption
Venezuela,1978.0,0.5131263732910156,Natural Gas,Consumption
Central America,1978.0,0.0,Natural Gas,Consumption
Other Caribbean,1978.0,0.0007134120096452534,Natural Gas,Consumption
Other South America,1978.0,0.01181969977915287,Natural Gas,Consumption
Total S. & Cent. America,1978.0,1.1347385561675765,Natural Gas,Consumption
Austria,1978.0,0.1816856563091278,Natural Gas,Consumption
Belgium,1978.0,0.35684821009635925,Natural Gas,Consumption
Bulgaria,1978.0,0.09684090316295624,Natural Gas,Consumption
Croatia,1978.0,0.0,Natural Gas,Consumption
Cyprus,1978.0,0.0,Natural Gas,Consumption
Czech Republic,1978.0,0.08387640118598938,Natural Gas,Consumption
Denmark,1978.0,0.0,Natural Gas,Consumption
Estonia,1978.0,0.0,Natural Gas,Consumption
Finland,1978.0,0.034356001764535904,Natural Gas,Consumption
France,1978.0,0.7876061797142029,Natural Gas,Consumption
Germany,1978.0,2.017523765563965,Natural Gas,Consumption
Greece,1978.0,0.0,Natural Gas,Consumption
Hungary,1978.0,0.2928285002708435,Natural Gas,Consumption
Iceland,1978.0,0.0,Natural Gas,Consumption
Ireland,1978.0,0.0,Natural Gas,Consumption
Italy,1978.0,0.9255375266075134,Natural Gas,Consumption
Latvia,1978.0,0.0,Natural Gas,Consumption
Lithuania,1978.0,0.0,Natural Gas,Consumption
Luxembourg,1978.0,0.017408713698387146,Natural Gas,Consumption
Netherlands,1978.0,1.3919999599456787,Natural Gas,Consumption
North Macedonia,1978.0,0.0,Natural Gas,Consumption
Norway,1978.0,0.024115968495607376,Natural Gas,Consumption
Poland,1978.0,0.3436397910118103,Natural Gas,Consumption
Portugal,1978.0,0.0,Natural Gas,Consumption
Romania,1978.0,1.1916985511779785,Natural Gas,Consumption
Slovakia,1978.0,0.12826800346374512,Natural Gas,Consumption
Slovenia,1978.0,0.0,Natural Gas,Consumption
Spain,1978.0,0.05937587842345238,Natural Gas,Consumption
Sweden,1978.0,0.0,Natural Gas,Consumption
Switzerland,1978.0,0.0255149994045496,Natural Gas,Consumption
Turkey,1978.0,0.0,Natural Gas,Consumption
Ukraine,1978.0,0.0,Natural Gas,Consumption
United Kingdom,1978.0,1.5448873043060303,Natural Gas,Consumption
Other Europe,1978.0,0.08407574612647295,Natural Gas,Consumption
Total Europe,1978.0,9.588088060729206,Natural Gas,Consumption
Azerbaijan,1978.0,0.0,Natural Gas,Consumption
Belarus,1978.0,0.0,Natural Gas,Consumption
Kazakhstan,1978.0,0.0,Natural Gas,Consumption
Russian Federation,1978.0,0.0,Natural Gas,Consumption
Turkmenistan,1978.0,0.0,Natural Gas,Consumption
Uzbekistan,1978.0,0.0,Natural Gas,Consumption
Other CIS,1978.0,0.0,Natural Gas,Consumption
Total CIS,1978.0,12.407312393188477,Natural Gas,Consumption
Iran,1978.0,0.13683034479618073,Natural Gas,Consumption
Iraq,1978.0,0.04175819829106331,Natural Gas,Consumption
Israel,1978.0,0.0019427320221439004,Natural Gas,Consumption
Kuwait,1978.0,0.16145819425582886,Natural Gas,Consumption
Oman,1978.0,0.010891529731452465,Natural Gas,Consumption
Qatar,1978.0,0.055107541382312775,Natural Gas,Consumption
Saudi Arabia,1978.0,0.19415339827537537,Natural Gas,Consumption
United Arab Emirates,1978.0,0.14075100421905518,Natural Gas,Consumption
Other Middle East,1978.0,0.09905871713999659,Natural Gas,Consumption
Total Middle East,1978.0,0.8419516601134092,Natural Gas,Consumption
Algeria,1978.0,0.20755350589752197,Natural Gas,Consumption
Egypt,1978.0,0.025640999898314476,Natural Gas,Consumption
Morocco,1978.0,0.002858495805412531,Natural Gas,Consumption
South Africa,1978.0,0.005470636300742626,Natural Gas,Consumption
Eastern Africa,1978.0,3.3299998904112726e-05,Natural Gas,Consumption
Middle Africa,1978.0,0.004038300070533296,Natural Gas,Consumption
Western Africa,1978.0,0.035756099969148636,Natural Gas,Consumption
Other Northern Africa,1978.0,0.06918030139058828,Natural Gas,Consumption
Other Southern Africa,1978.0,0.0,Natural Gas,Consumption
Total Africa,1978.0,0.35053163933116593,Natural Gas,Consumption
Australia,1978.0,0.30141136050224304,Natural Gas,Consumption
Bangladesh,1978.0,0.031011750921607018,Natural Gas,Consumption
China,1978.0,0.49816814064979553,Natural Gas,Consumption
China Hong Kong SAR,1978.0,0.0,Natural Gas,Consumption
India,1978.0,0.05545732378959656,Natural Gas,Consumption
Indonesia,1978.0,0.21120120584964752,Natural Gas,Consumption
Japan,1978.0,0.6456394791603088,Natural Gas,Consumption
Malaysia,1978.0,0.08461523056030273,Natural Gas,Consumption
New Zealand,1978.0,0.05176326259970665,Natural Gas,Consumption
Pakistan,1978.0,0.15691320598125458,Natural Gas,Consumption
Philippines,1978.0,0.0,Natural Gas,Consumption
Singapore,1978.0,0.0,Natural Gas,Consumption
South Korea,1978.0,0.0,Natural Gas,Consumption
Sri Lanka,1978.0,0.0,Natural Gas,Consumption
Taiwan,1978.0,0.0739041343331337,Natural Gas,Consumption
Thailand,1978.0,0.0,Natural Gas,Consumption
Vietnam,1978.0,0.0,Natural Gas,Consumption
Other Asia Pacific,1978.0,0.043114499654620886,Natural Gas,Consumption
Total Asia Pacific,1978.0,2.153199594002217,Natural Gas,Consumption
Total World,1978.0,47.85821085292628,Natural Gas,Consumption
of which: OECD,1978.0,30.705384208471514,Natural Gas,Consumption
                 Non-OECD,1978.0,17.152826644454763,Natural Gas,Consumption
                 European Union #,1978.0,7.909494042396545,Natural Gas,Consumption
Canada,1979.0,1.802282452583313,Natural Gas,Consumption
Mexico,1979.0,0.747556746006012,Natural Gas,Consumption
US,1979.0,19.623231887817383,Natural Gas,Consumption
Total North America,1979.0,22.173071086406708,Natural Gas,Consumption
Argentina,1979.0,0.37040579319000244,Natural Gas,Consumption
Brazil,1979.0,0.03131318837404251,Natural Gas,Consumption
Chile,1979.0,0.024738570675253868,Natural Gas,Consumption
Colombia,1979.0,0.09259740263223648,Natural Gas,Consumption
Ecuador,1979.0,0.0022608719300478697,Natural Gas,Consumption
Peru,1979.0,0.021275099366903305,Natural Gas,Consumption
Trinidad & Tobago,1979.0,0.09027539938688278,Natural Gas,Consumption
Venezuela,1979.0,0.5747047066688538,Natural Gas,Consumption
Central America,1979.0,0.0,Natural Gas,Consumption
Other Caribbean,1979.0,0.0010802879987750202,Natural Gas,Consumption
Other South America,1979.0,0.012421799823641777,Natural Gas,Consumption
Total S. & Cent. America,1979.0,1.2210731200466398,Natural Gas,Consumption
Austria,1979.0,0.18014532327651978,Natural Gas,Consumption
Belgium,1979.0,0.3898988962173462,Natural Gas,Consumption
Bulgaria,1979.0,0.1036062017083168,Natural Gas,Consumption
Croatia,1979.0,0.0,Natural Gas,Consumption
Cyprus,1979.0,0.0,Natural Gas,Consumption
Czech Republic,1979.0,0.09410669654607773,Natural Gas,Consumption
Denmark,1979.0,0.0,Natural Gas,Consumption
Estonia,1979.0,0.0,Natural Gas,Consumption
Finland,1979.0,0.034233998507261276,Natural Gas,Consumption
France,1979.0,0.8725535869598389,Natural Gas,Consumption
Germany,1979.0,2.230120897293091,Natural Gas,Consumption
Greece,1979.0,0.0,Natural Gas,Consumption
Hungary,1979.0,0.3093200922012329,Natural Gas,Consumption
Iceland,1979.0,0.0,Natural Gas,Consumption
Ireland,1979.0,0.009944549761712551,Natural Gas,Consumption
Italy,1979.0,0.9508823752403259,Natural Gas,Consumption
Latvia,1979.0,0.0,Natural Gas,Consumption
Lithuania,1979.0,0.0,Natural Gas,Consumption
Luxembourg,1979.0,0.018200019374489784,Natural Gas,Consumption
Netherlands,1979.0,1.3860000371932983,Natural Gas,Consumption
North Macedonia,1979.0,0.0,Natural Gas,Consumption
Norway,1979.0,0.027549143880605698,Natural Gas,Consumption
Poland,1979.0,0.35842859745025635,Natural Gas,Consumption
Portugal,1979.0,0.0,Natural Gas,Consumption
Romania,1979.0,1.1484382152557373,Natural Gas,Consumption
Slovakia,1979.0,0.13236840069293976,Natural Gas,Consumption
Slovenia,1979.0,0.0,Natural Gas,Consumption
Spain,1979.0,0.05737607926130295,Natural Gas,Consumption
Sweden,1979.0,0.0,Natural Gas,Consumption
Switzerland,1979.0,0.028620000928640366,Natural Gas,Consumption
Turkey,1979.0,0.0,Natural Gas,Consumption
Ukraine,1979.0,0.0,Natural Gas,Consumption
United Kingdom,1979.0,1.6925976276397705,Natural Gas,Consumption
Other Europe,1979.0,0.09856412746012211,Natural Gas,Consumption
Total Europe,1979.0,10.122954866848886,Natural Gas,Consumption
Azerbaijan,1979.0,0.0,Natural Gas,Consumption
Belarus,1979.0,0.0,Natural Gas,Consumption
Kazakhstan,1979.0,0.0,Natural Gas,Consumption
Russian Federation,1979.0,0.0,Natural Gas,Consumption
Turkmenistan,1979.0,0.0,Natural Gas,Consumption
Uzbekistan,1979.0,0.0,Natural Gas,Consumption
Other CIS,1979.0,0.0,Natural Gas,Consumption
Total CIS,1979.0,13.170965194702148,Natural Gas,Consumption
Iran,1979.0,0.1833145171403885,Natural Gas,Consumption
Iraq,1979.0,0.0598842017352581,Natural Gas,Consumption
Israel,1979.0,0.0013835192658007145,Natural Gas,Consumption
Kuwait,1979.0,0.21378420293331146,Natural Gas,Consumption
Oman,1979.0,0.01832219958305359,Natural Gas,Consumption
Qatar,1979.0,0.1625281274318695,Natural Gas,Consumption
Saudi Arabia,1979.0,0.2383739948272705,Natural Gas,Consumption
United Arab Emirates,1979.0,0.1530359983444214,Natural Gas,Consumption
Other Middle East,1979.0,0.10973099153488874,Natural Gas,Consumption
Total Middle East,1979.0,1.1403577527962625,Natural Gas,Consumption
Algeria,1979.0,0.29348549246788025,Natural Gas,Consumption
Egypt,1979.0,0.03880799934267998,Natural Gas,Consumption
Morocco,1979.0,0.0026470625307410955,Natural Gas,Consumption
South Africa,1979.0,0.006762675009667873,Natural Gas,Consumption
Eastern Africa,1979.0,3.600000127335079e-05,Natural Gas,Consumption
Middle Africa,1979.0,0.003764700124065712,Natural Gas,Consumption
Western Africa,1979.0,0.04712760075926781,Natural Gas,Consumption
Other Northern Africa,1979.0,0.14320260751992464,Natural Gas,Consumption
Other Southern Africa,1979.0,0.0,Natural Gas,Consumption
Total Africa,1979.0,0.5358341377555007,Natural Gas,Consumption
Australia,1979.0,0.3469506502151489,Natural Gas,Consumption
Bangladesh,1979.0,0.035516250878572464,Natural Gas,Consumption
China,1979.0,0.5264690518379211,Natural Gas,Consumption
China Hong Kong SAR,1979.0,0.0,Natural Gas,Consumption
India,1979.0,0.06897082179784775,Natural Gas,Consumption
Indonesia,1979.0,0.2725884020328522,Natural Gas,Consumption
Japan,1979.0,0.7660397291183472,Natural Gas,Consumption
Malaysia,1979.0,0.10529801994562149,Natural Gas,Consumption
New Zealand,1979.0,0.03429984673857689,Natural Gas,Consumption
Pakistan,1979.0,0.17675280570983887,Natural Gas,Consumption
Philippines,1979.0,0.0,Natural Gas,Consumption
Singapore,1979.0,0.0,Natural Gas,Consumption
South Korea,1979.0,0.0,Natural Gas,Consumption
Sri Lanka,1979.0,0.0,Natural Gas,Consumption
Taiwan,1979.0,0.07134181261062622,Natural Gas,Consumption
Thailand,1979.0,0.0,Natural Gas,Consumption
Vietnam,1979.0,0.0,Natural Gas,Consumption
Other Asia Pacific,1979.0,0.056421900633722544,Natural Gas,Consumption
Total Asia Pacific,1979.0,2.4606492915190756,Natural Gas,Consumption
Total World,1979.0,50.82490545007522,Natural Gas,Consumption
of which: OECD,1979.0,32.21142712747678,Natural Gas,Consumption
                 Non-OECD,1979.0,18.61347832259844,Natural Gas,Consumption
                 European Union #,1979.0,8.275623966939747,Natural Gas,Consumption
Canada,1980.0,1.7909667491912842,Natural Gas,Consumption
Mexico,1980.0,0.8028616905212402,Natural Gas,Consumption
US,1980.0,19.21458625793457,Natural Gas,Consumption
Total North America,1980.0,21.808414697647095,Natural Gas,Consumption
Argentina,1980.0,0.40366530418395996,Natural Gas,Consumption
Brazil,1980.0,0.036605045199394226,Natural Gas,Consumption
Chile,1980.0,0.025336800143122673,Natural Gas,Consumption
Colombia,1980.0,0.10213740170001984,Natural Gas,Consumption
Ecuador,1980.0,0.0017584559973329306,Natural Gas,Consumption
Peru,1980.0,0.02286900021135807,Natural Gas,Consumption
Trinidad & Tobago,1980.0,0.1019970029592514,Natural Gas,Consumption
Venezuela,1980.0,0.5916277766227722,Natural Gas,Consumption
Central America,1980.0,0.0,Natural Gas,Consumption
Other Caribbean,1980.0,0.0010942199733108282,Natural Gas,Consumption
Other South America,1980.0,0.01217340026050806,Natural Gas,Consumption
Total S. & Cent. America,1980.0,1.2992644072510302,Natural Gas,Consumption
Austria,1980.0,0.17306631803512573,Natural Gas,Consumption
Belgium,1980.0,0.37307339906692505,Natural Gas,Consumption
Bulgaria,1980.0,0.13316939771175385,Natural Gas,Consumption
Croatia,1980.0,0.0,Natural Gas,Consumption
Cyprus,1980.0,0.0,Natural Gas,Consumption
Czech Republic,1980.0,0.10840050131082535,Natural Gas,Consumption
Denmark,1980.0,0.0,Natural Gas,Consumption
Estonia,1980.0,0.0,Natural Gas,Consumption
Finland,1980.0,0.032203998416662216,Natural Gas,Consumption
France,1980.0,0.9061911106109619,Natural Gas,Consumption
Germany,1980.0,2.198624849319458,Natural Gas,Consumption
Greece,1980.0,0.0,Natural Gas,Consumption
Hungary,1980.0,0.3337911069393158,Natural Gas,Consumption
Iceland,1980.0,0.0,Natural Gas,Consumption
Ireland,1980.0,0.02903670072555542,Natural Gas,Consumption
Italy,1980.0,0.9437894821166992,Natural Gas,Consumption
Latvia,1980.0,0.0,Natural Gas,Consumption
Lithuania,1980.0,0.0,Natural Gas,Consumption
Luxembourg,1980.0,0.016019929200410843,Natural Gas,Consumption
Netherlands,1980.0,1.2669999599456787,Natural Gas,Consumption
North Macedonia,1980.0,0.0,Natural Gas,Consumption
Norway,1980.0,0.029600676149129868,Natural Gas,Consumption
Poland,1980.0,0.36728549003601074,Natural Gas,Consumption
Portugal,1980.0,0.0,Natural Gas,Consumption
Romania,1980.0,1.192659854888916,Natural Gas,Consumption
Slovakia,1980.0,0.09703169763088226,Natural Gas,Consumption
Slovenia,1980.0,0.0,Natural Gas,Consumption
Spain,1980.0,0.07355628162622452,Natural Gas,Consumption
Sweden,1980.0,0.0,Natural Gas,Consumption
Switzerland,1980.0,0.032652001827955246,Natural Gas,Consumption
Turkey,1980.0,0.0,Natural Gas,Consumption
Ukraine,1980.0,0.0,Natural Gas,Consumption
United Kingdom,1980.0,1.6875734329223633,Natural Gas,Consumption
Other Europe,1980.0,0.1171072768047452,Natural Gas,Consumption
Total Europe,1980.0,10.1118334652856,Natural Gas,Consumption
Azerbaijan,1980.0,0.0,Natural Gas,Consumption
Belarus,1980.0,0.0,Natural Gas,Consumption
Kazakhstan,1980.0,0.0,Natural Gas,Consumption
Russian Federation,1980.0,0.0,Natural Gas,Consumption
Turkmenistan,1980.0,0.0,Natural Gas,Consumption
Uzbekistan,1980.0,0.0,Natural Gas,Consumption
Other CIS,1980.0,0.0,Natural Gas,Consumption
Total CIS,1980.0,13.574786186218262,Natural Gas,Consumption
Iran,1980.0,0.16327454149723053,Natural Gas,Consumption
Iraq,1980.0,0.043810199946165085,Natural Gas,Consumption
Israel,1980.0,6.578972534043714e-05,Natural Gas,Consumption
Kuwait,1980.0,0.1392281949520111,Natural Gas,Consumption
Oman,1980.0,0.023259015753865242,Natural Gas,Consumption
Qatar,1980.0,0.17664965987205505,Natural Gas,Consumption
Saudi Arabia,1980.0,0.33256080746650696,Natural Gas,Consumption
United Arab Emirates,1980.0,0.17269200086593628,Natural Gas,Consumption
Other Middle East,1980.0,0.08973230596166104,Natural Gas,Consumption
Total Middle East,1980.0,1.1412725160407717,Natural Gas,Consumption
Algeria,1980.0,0.3939704895019531,Natural Gas,Consumption
Egypt,1980.0,0.07553700357675552,Natural Gas,Consumption
Morocco,1980.0,0.002323129680007696,Natural Gas,Consumption
South Africa,1980.0,0.007655987981706858,Natural Gas,Consumption
Eastern Africa,1980.0,3.780000042752363e-05,Natural Gas,Consumption
Middle Africa,1980.0,0.009416699700523168,Natural Gas,Consumption
Western Africa,1980.0,0.0569600984454155,Natural Gas,Consumption
Other Northern Africa,1980.0,0.12698910385370255,Natural Gas,Consumption
Other Southern Africa,1980.0,0.0,Natural Gas,Consumption
Total Africa,1980.0,0.6728903127404919,Natural Gas,Consumption
Australia,1980.0,0.39839717745780945,Natural Gas,Consumption
Bangladesh,1980.0,0.04424804821610451,Natural Gas,Consumption
China,1980.0,0.5177610516548157,Natural Gas,Consumption
China Hong Kong SAR,1980.0,0.0,Natural Gas,Consumption
India,1980.0,0.04079171270132065,Natural Gas,Consumption
Indonesia,1980.0,0.2568762004375458,Natural Gas,Consumption
Japan,1980.0,0.9065137505531311,Natural Gas,Consumption
Malaysia,1980.0,0.09365871548652649,Natural Gas,Consumption
New Zealand,1980.0,0.03131414204835892,Natural Gas,Consumption
Pakistan,1980.0,0.21583080291748047,Natural Gas,Consumption
Philippines,1980.0,0.0,Natural Gas,Consumption
Singapore,1980.0,0.0,Natural Gas,Consumption
South Korea,1980.0,0.0,Natural Gas,Consumption
Sri Lanka,1980.0,0.0,Natural Gas,Consumption
Taiwan,1980.0,0.07379862666130066,Natural Gas,Consumption
Thailand,1980.0,0.0,Natural Gas,Consumption
Vietnam,1980.0,0.0,Natural Gas,Consumption
Other Asia Pacific,1980.0,0.06540749850682914,Natural Gas,Consumption
Total Asia Pacific,1980.0,2.644597726641223,Natural Gas,Consumption
Total World,1980.0,51.25305931182447,Natural Gas,Consumption
of which: OECD,1980.0,31.94107669515506,Natural Gas,Consumption
                 Non-OECD,1980.0,19.31198261666941,Natural Gas,Consumption
                 European Union #,1980.0,8.244900077581406,Natural Gas,Consumption
Canada,1981.0,1.7378171682357788,Natural Gas,Consumption
Mexico,1981.0,0.8704496622085571,Natural Gas,Consumption
US,1981.0,18.75106430053711,Natural Gas,Consumption
Total North America,1981.0,21.359331130981445,Natural Gas,Consumption
Argentina,1981.0,0.42187049984931946,Natural Gas,Consumption
Brazil,1981.0,0.03284600004553795,Natural Gas,Consumption
Chile,1981.0,0.024949710816144943,Natural Gas,Consumption
Colombia,1981.0,0.11028420180082321,Natural Gas,Consumption
Ecuador,1981.0,0.002847024006769061,Natural Gas,Consumption
Peru,1981.0,0.026264699175953865,Natural Gas,Consumption
Trinidad & Tobago,1981.0,0.11235419660806656,Natural Gas,Consumption
Venezuela,1981.0,0.5948245525360107,Natural Gas,Consumption
Central America,1981.0,0.0,Natural Gas,Consumption
Other Caribbean,1981.0,0.0007850159890949726,Natural Gas,Consumption
Other South America,1981.0,0.012342600151896477,Natural Gas,Consumption
Total S. & Cent. America,1981.0,1.3393685009796172,Natural Gas,Consumption
Austria,1981.0,0.16496674716472626,Natural Gas,Consumption
Belgium,1981.0,0.3440898060798645,Natural Gas,Consumption
Bulgaria,1981.0,0.14486129581928253,Natural Gas,Consumption
Croatia,1981.0,0.0,Natural Gas,Consumption
Cyprus,1981.0,0.0,Natural Gas,Consumption
Czech Republic,1981.0,0.10874699801206589,Natural Gas,Consumption
Denmark,1981.0,0.0,Natural Gas,Consumption
Estonia,1981.0,0.0,Natural Gas,Consumption
Finland,1981.0,0.025624999776482582,Natural Gas,Consumption
France,1981.0,0.9205811619758606,Natural Gas,Consumption
Germany,1981.0,2.102179527282715,Natural Gas,Consumption
Greece,1981.0,0.0,Natural Gas,Consumption
Hungary,1981.0,0.34142759442329407,Natural Gas,Consumption
Iceland,1981.0,0.0,Natural Gas,Consumption
Ireland,1981.0,0.04365900158882141,Natural Gas,Consumption
Italy,1981.0,0.915115475654602,Natural Gas,Consumption
Latvia,1981.0,0.0,Natural Gas,Consumption
Lithuania,1981.0,0.0,Natural Gas,Consumption
Luxembourg,1981.0,0.012397115118801594,Natural Gas,Consumption
Netherlands,1981.0,1.2059999704360962,Natural Gas,Consumption
North Macedonia,1981.0,0.0,Natural Gas,Consumption
Norway,1981.0,0.03638329356908798,Natural Gas,Consumption
Poland,1981.0,0.3464342951774597,Natural Gas,Consumption
Portugal,1981.0,0.0,Natural Gas,Consumption
Romania,1981.0,1.2531912326812744,Natural Gas,Consumption
Slovakia,1981.0,0.1007487028837204,Natural Gas,Consumption
Slovenia,1981.0,0.0,Natural Gas,Consumption
Spain,1981.0,0.08399160206317902,Natural Gas,Consumption
Sweden,1981.0,0.0,Natural Gas,Consumption
Switzerland,1981.0,0.0352259986102581,Natural Gas,Consumption
Turkey,1981.0,0.0,Natural Gas,Consumption
Ukraine,1981.0,0.0,Natural Gas,Consumption
United Kingdom,1981.0,1.7104333639144897,Natural Gas,Consumption
Other Europe,1981.0,0.11637963075190783,Natural Gas,Consumption
Total Europe,1981.0,10.01243781298399,Natural Gas,Consumption
Azerbaijan,1981.0,0.0,Natural Gas,Consumption
Belarus,1981.0,0.0,Natural Gas,Consumption
Kazakhstan,1981.0,0.0,Natural Gas,Consumption
Russian Federation,1981.0,0.0,Natural Gas,Consumption
Turkmenistan,1981.0,0.0,Natural Gas,Consumption
Uzbekistan,1981.0,0.0,Natural Gas,Consumption
Other CIS,1981.0,0.0,Natural Gas,Consumption
Total CIS,1981.0,14.374953269958496,Natural Gas,Consumption
Iran,1981.0,0.17740945518016815,Natural Gas,Consumption
Iraq,1981.0,0.02120400033891201,Natural Gas,Consumption
Israel,1981.0,6.965971260797232e-05,Natural Gas,Consumption
Kuwait,1981.0,0.1601928025484085,Natural Gas,Consumption
Oman,1981.0,0.0274154394865036,Natural Gas,Consumption
Qatar,1981.0,0.16107498109340668,Natural Gas,Consumption
Saudi Arabia,1981.0,0.38775959610939026,Natural Gas,Consumption
United Arab Emirates,1981.0,0.21797099709510803,Natural Gas,Consumption
Other Middle East,1981.0,0.08334179793018848,Natural Gas,Consumption
Total Middle East,1981.0,1.2364387294946937,Natural Gas,Consumption
Algeria,1981.0,0.5121269822120667,Natural Gas,Consumption
Egypt,1981.0,0.08454599976539612,Natural Gas,Consumption
Morocco,1981.0,0.0029826343525201082,Natural Gas,Consumption
South Africa,1981.0,0.007429127115756273,Natural Gas,Consumption
Eastern Africa,1981.0,3.600000127335079e-05,Natural Gas,Consumption
Middle Africa,1981.0,0.011027700363683834,Natural Gas,Consumption
Western Africa,1981.0,0.08389259874820709,Natural Gas,Consumption
Other Northern Africa,1981.0,0.12052709795534611,Natural Gas,Consumption
Other Southern Africa,1981.0,0.0,Natural Gas,Consumption
Total Africa,1981.0,0.8225681405142495,Natural Gas,Consumption
Australia,1981.0,0.4317997992038727,Natural Gas,Consumption
Bangladesh,1981.0,0.04900988191366196,Natural Gas,Consumption
China,1981.0,0.4622477889060974,Natural Gas,Consumption
China Hong Kong SAR,1981.0,0.0,Natural Gas,Consumption
India,1981.0,0.07121441513299942,Natural Gas,Consumption
Indonesia,1981.0,0.25651079416275024,Natural Gas,Consumption
Japan,1981.0,0.9083178043365479,Natural Gas,Consumption
Malaysia,1981.0,0.07875370979309082,Natural Gas,Consumption
New Zealand,1981.0,0.0384390763938427,Natural Gas,Consumption
Pakistan,1981.0,0.23536980152130127,Natural Gas,Consumption
Philippines,1981.0,0.0,Natural Gas,Consumption
Singapore,1981.0,0.0,Natural Gas,Consumption
South Korea,1981.0,0.0,Natural Gas,Consumption
Sri Lanka,1981.0,0.0,Natural Gas,Consumption
Taiwan,1981.0,0.06288615614175797,Natural Gas,Consumption
Thailand,1981.0,0.009922715835273266,Natural Gas,Consumption
Vietnam,1981.0,0.0003473999968264252,Natural Gas,Consumption
Other Asia Pacific,1981.0,0.07522920006886125,Natural Gas,Consumption
Total Asia Pacific,1981.0,2.6800485434068833,Natural Gas,Consumption
Total World,1981.0,51.825146128319375,Natural Gas,Consumption
of which: OECD,1981.0,31.37119703697681,Natural Gas,Consumption
                 Non-OECD,1981.0,20.453949091342565,Natural Gas,Consumption
                 European Union #,1981.0,8.114015526138246,Natural Gas,Consumption
Canada,1982.0,1.8403443098068237,Natural Gas,Consumption
Mexico,1982.0,0.9358432292938232,Natural Gas,Consumption
