,Country,Year,Value,Resource,Metric,Price
13724,Iran,2022,8.91740799,Natural Gas,Production,25.81658551
13725,Iraq,2022,0.334407568,Natural Gas,Production,25.81658551
13726,Israel,2022,0.750427008,Natural Gas,Production,25.81658551
13727,Kuwait,2022,0.47479859,Natural Gas,Production,25.81658551
13728,Oman,2022,1.516002536,Natural Gas,Production,25.81658551
13729,Qatar,2022,6.425218582,Natural Gas,Production,25.81658551
13730,Saudi Arabia,2022,4.202996254,Natural Gas,Production,25.81658551
13731,Syria,2022,0.091610998,Natural Gas,Production,25.81658551
13732,United Arab Emirates,2022,1.950662017,Natural Gas,Production,25.81658551
13733,Other Middle East,2022,0.006357035,Natural Gas,Production,25.81658551
13734,Total Middle East,2022,25.23756178,Natural Gas,Production,25.81658551
13735,Algeria,2022,3.514757395,Natural Gas,Production,25.81658551
13736,Egypt,2022,2.321574688,Natural Gas,Production,25.81658551
13737,Libya,2022,0.524145782,Natural Gas,Production,25.81658551
13738,Nigeria,2022,1.696299195,Natural Gas,Production,25.81658551
13739,Other Africa,2022,1.174843158,Natural Gas,Production,25.81658551
13740,Total Africa,2022,9.231620218,Natural Gas,Production,25.81658551
13741,Australia,2022,5.552608967,Natural Gas,Production,25.81658551
13742,Bangladesh,2022,0.810453713,Natural Gas,Production,25.81658551
13743,Brunei,2022,0.38135159,Natural Gas,Production,25.81658551
13744,China,2022,7.986291885,Natural Gas,Production,25.81658551
13745,India,2022,1.07286942,Natural Gas,Production,25.81658551
13746,Indonesia,2022,2.357969046,Natural Gas,Production,25.81658551
13747,Malaysia,2022,2.98809886,Natural Gas,Production,25.81658551
13748,Myanmar,2022,0.606439054,Natural Gas,Production,25.81658551
13749,Pakistan,2022,1.030618548,Natural Gas,Production,25.81658551
13750,Thailand,2022,0.912368,Natural Gas,Production,25.81658551
13751,Vietnam,2022,0.280699193,Natural Gas,Production,25.81658551
13752,Other Asia Pacific,2022,0.860388692,Natural Gas,Production,25.81658551
13753,Total Asia Pacific,2022,24.84015697,Natural Gas,Production,25.81658551
13754,Total World,2022,145.8128282,Natural Gas,Production,25.81658551
13755,of which: OECD,2022,57.56938229,Natural Gas,Production,25.81658551
13756,                 Non-OECD,2022,88.24344593,Natural Gas,Production,25.81658551
13757,                 European Union #,2022,1.469992826,Natural Gas,Production,25.81658551
13758,Canada,2023,6.833742142,Natural Gas,Production,9.72269762
13759,Mexico,2023,1.387182832,Natural Gas,Production,9.72269762
13760,US,2023,37.18836212,Natural Gas,Production,9.72269762
13761,Total North America,2023,45.4092871,Natural Gas,Production,9.72269762
13762,Argentina,2023,1.497361064,Natural Gas,Production,9.72269762
13763,Bolivia,2023,0.425062954,Natural Gas,Production,9.72269762
13764,Brazil,2023,0.843219399,Natural Gas,Production,9.72269762
13765,Colombia,2023,0.434203207,Natural Gas,Production,9.72269762
13766,Peru,2023,0.55529803,Natural Gas,Production,9.72269762
13767,Trinidad & Tobago,2023,0.899769843,Natural Gas,Production,9.72269762
13768,Venezuela,2023,1.06860137,Natural Gas,Production,9.72269762
13769,Other S. & Cent. America,2023,0.105210451,Natural Gas,Production,9.72269762
13770,Total S. & Cent. America,2023,5.828726319,Natural Gas,Production,9.72269762
13771,Denmark,2023,0.048644133,Natural Gas,Production,9.72269762
13772,Germany,2023,0.137020275,Natural Gas,Production,9.72269762
13773,Italy,2023,0.102465585,Natural Gas,Production,9.72269762
13774,Netherlands,2023,0.354699999,Natural Gas,Production,9.72269762
13775,Norway,2023,4.180294991,Natural Gas,Production,9.72269762
13776,Poland,2023,0.132201999,Natural Gas,Production,9.72269762
13777,Romania,2023,0.320381016,Natural Gas,Production,9.72269762
13778,Ukraine,2023,0.637123883,Natural Gas,Production,9.72269762
13779,United Kingdom,2023,1.241628408,Natural Gas,Production,9.72269762
13780,Other Europe,2023,0.185921812,Natural Gas,Production,9.72269762
13781,Total Europe,2023,7.340382101,Natural Gas,Production,9.72269762
13782,Azerbaijan,2023,1.28011179,Natural Gas,Production,9.72269762
13783,Kazakhstan,2023,1.063300014,Natural Gas,Production,9.72269762
13784,Russian Federation,2023,21.10975838,Natural Gas,Production,9.72269762
13785,Turkmenistan,2023,2.746743202,Natural Gas,Production,9.72269762
13786,Uzbekistan,2023,1.591460586,Natural Gas,Production,9.72269762
13787,Other CIS,2023,0.010232376,Natural Gas,Production,9.72269762
13788,Total CIS,2023,27.80160634,Natural Gas,Production,9.72269762
13789,Bahrain,2023,0.56725508,Natural Gas,Production,9.72269762
13790,Iran,2023,9.350549698,Natural Gas,Production,9.72269762
13791,Iraq,2023,0.374934584,Natural Gas,Production,9.72269762
13792,Israel,2023,0.712935865,Natural Gas,Production,9.72269762
13793,Kuwait,2023,0.531701267,Natural Gas,Production,9.72269762
13794,Oman,2023,1.553497076,Natural Gas,Production,9.72269762
13795,Qatar,2023,6.515157223,Natural Gas,Production,9.72269762
13796,Saudi Arabia,2023,4.224769115,Natural Gas,Production,9.72269762
13797,Syria,2023,0.093578942,Natural Gas,Production,9.72269762
13798,United Arab Emirates,2023,1.989675164,Natural Gas,Production,9.72269762
13799,Other Middle East,2023,0.007139967,Natural Gas,Production,9.72269762
13800,Total Middle East,2023,25.92119398,Natural Gas,Production,9.72269762
13801,Algeria,2023,3.654951334,Natural Gas,Production,9.72269762
13802,Egypt,2023,2.055614471,Natural Gas,Production,9.72269762
13803,Libya,2023,0.533971548,Natural Gas,Production,9.72269762
13804,Nigeria,2023,1.596625924,Natural Gas,Production,9.72269762
13805,Other Africa,2023,1.290137001,Natural Gas,Production,9.72269762
13806,Total Africa,2023,9.131300278,Natural Gas,Production,9.72269762
13807,Australia,2023,5.425601959,Natural Gas,Production,9.72269762
13808,Bangladesh,2023,0.759716988,Natural Gas,Production,9.72269762
13809,Brunei,2023,0.359354109,Natural Gas,Production,9.72269762
13810,China,2023,8.433300972,Natural Gas,Production,9.72269762
13811,India,2023,1.13707757,Natural Gas,Production,9.72269762
13812,Indonesia,2023,2.453180075,Natural Gas,Production,9.72269762
13813,Malaysia,2023,2.808232069,Natural Gas,Production,9.72269762
13814,Myanmar,2023,0.54541707,Natural Gas,Production,9.72269762
13815,Pakistan,2023,0.998726189,Natural Gas,Production,9.72269762
13816,Thailand,2023,0.924190402,Natural Gas,Production,9.72269762
13817,Vietnam,2023,0.259405315,Natural Gas,Production,9.72269762
13818,Other Asia Pacific,2023,0.77515434,Natural Gas,Production,9.72269762
13819,Total Asia Pacific,2023,24.87935706,Natural Gas,Production,9.72269762
13820,Total World,2023,146.3118532,Natural Gas,Production,9.72269762
13821,of which: OECD,2023,58.60519858,Natural Gas,Production,9.72269762
13822,                 Non-OECD,2023,87.7066546,Natural Gas,Production,9.72269762
13823,                 European Union #,2023,1.240786598,Natural Gas,Production,9.72269762
13824,Canada,2024,6.989723682,Natural Gas,Production,8.34871312
13825,Mexico,2024,1.287504673,Natural Gas,Production,8.34871312
13826,US,2024,37.18815994,Natural Gas,Production,8.34871312
13827,Total North America,2024,45.4653883,Natural Gas,Production,8.34871312
13828,Argentina,2024,1.588079095,Natural Gas,Production,8.34871312
13829,Bolivia,2024,0.428633928,Natural Gas,Production,8.34871312
13830,Brazil,2024,0.822187543,Natural Gas,Production,8.34871312
13831,Colombia,2024,0.399435967,Natural Gas,Production,8.34871312
13832,Peru,2024,0.574578583,Natural Gas,Production,8.34871312
13833,Trinidad & Tobago,2024,0.878852308,Natural Gas,Production,8.34871312
13834,Venezuela,2024,1.142323017,Natural Gas,Production,8.34871312
13835,Other S. & Cent. America,2024,0.110488496,Natural Gas,Production,8.34871312
13836,Total S. & Cent. America,2024,5.944578938,Natural Gas,Production,8.34871312
13837,Denmark,2024,0.06629584,Natural Gas,Production,8.34871312
13838,Germany,2024,0.131769612,Natural Gas,Production,8.34871312
13839,Italy,2024,0.100802384,Natural Gas,Production,8.34871312
13840,Netherlands,2024,0.290399998,Natural Gas,Production,8.34871312
13841,Norway,2024,4.075200081,Natural Gas,Production,8.34871312
13842,Poland,2024,0.128932908,Natural Gas,Production,8.34871312
13843,Romania,2024,0.323409855,Natural Gas,Production,8.34871312
13844,Ukraine,2024,0.651433647,Natural Gas,Production,8.34871312
13845,United Kingdom,2024,1.105870605,Natural Gas,Production,8.34871312
13846,Other Europe,2024,0.237187277,Natural Gas,Production,8.34871312
13847,Total Europe,2024,7.111302208,Natural Gas,Production,8.34871312
13848,Azerbaijan,2024,1.359355927,Natural Gas,Production,8.34871312
13849,Kazakhstan,2024,1.07026124,Natural Gas,Production,8.34871312
13850,Russian Federation,2024,22.67509842,Natural Gas,Production,8.34871312
13851,Turkmenistan,2024,2.644680738,Natural Gas,Production,8.34871312
13852,Uzbekistan,2024,1.519475698,Natural Gas,Production,8.34871312
13853,Other CIS,2024,0.010576085,Natural Gas,Production,8.34871312
13854,Total CIS,2024,29.27944811,Natural Gas,Production,8.34871312
13855,Bahrain,2024,0.59658885,Natural Gas,Production,8.34871312
13856,Iran,2024,9.464963913,Natural Gas,Production,8.34871312
13857,Iraq,2024,0.429278761,Natural Gas,Production,8.34871312
13858,Israel,2024,0.771396577,Natural Gas,Production,8.34871312
13859,Kuwait,2024,0.53705579,Natural Gas,Production,8.34871312
13860,Oman,2024,1.631544232,Natural Gas,Production,8.34871312
13861,Qatar,2024,6.460215092,Natural Gas,Production,8.34871312
13862,Saudi Arabia,2024,4.373369217,Natural Gas,Production,8.34871312
13863,Syria,2024,0.09802673,Natural Gas,Production,8.34871312
13864,United Arab Emirates,2024,2.210466146,Natural Gas,Production,8.34871312
13865,Other Middle East,2024,0.011108178,Natural Gas,Production,8.34871312
13866,Total Middle East,2024,26.58401349,Natural Gas,Production,8.34871312
13867,Algeria,2024,3.409906387,Natural Gas,Production,8.34871312
13868,Egypt,2024,1.710690141,Natural Gas,Production,8.34871312
13869,Libya,2024,0.513333738,Natural Gas,Production,8.34871312
13870,Nigeria,2024,1.686450243,Natural Gas,Production,8.34871312
13871,Other Africa,2024,1.30389527,Natural Gas,Production,8.34871312
13872,Total Africa,2024,8.624275779,Natural Gas,Production,8.34871312
13873,Australia,2024,5.405053139,Natural Gas,Production,8.34871312
13874,Bangladesh,2024,0.710098743,Natural Gas,Production,8.34871312
13875,Brunei,2024,0.37316218,Natural Gas,Production,8.34871312
13876,China,2024,8.942027092,Natural Gas,Production,8.34871312
13877,India,2024,1.164732933,Natural Gas,Production,8.34871312
13878,Indonesia,2024,2.569994926,Natural Gas,Production,8.34871312
13879,Malaysia,2024,2.893202066,Natural Gas,Production,8.34871312
13880,Myanmar,2024,0.531668007,Natural Gas,Production,8.34871312
13881,Pakistan,2024,0.93919605,Natural Gas,Production,8.34871312
13882,Thailand,2024,1.027565598,Natural Gas,Production,8.34871312
13883,Vietnam,2024,0.219555408,Natural Gas,Production,8.34871312
13884,Other Asia Pacific,2024,0.69499663,Natural Gas,Production,8.34871312
13885,Total Asia Pacific,2024,25.47125277,Natural Gas,Production,8.34871312
13886,Total World,2024,148.4802596,Natural Gas,Production,8.34871312
13887,of which: OECD,2024,58.38503164,Natural Gas,Production,8.34871312
13888,                 Non-OECD,2024,90.09522795,Natural Gas,Production,8.34871312
13889,                 European Union #,2024,1.188706386,Natural Gas,Production,8.34871312
13890,Canada,1965,0.780063212,Natural Gas,Consumption,
13891,Mexico,1965,0.290328801,Natural Gas,Consumption,
13892,US,1965,14.97314167,Natural Gas,Consumption,
13893,Total North America,1965,16.04353368,Natural Gas,Consumption,
13894,Argentina,1965,0.148442402,Natural Gas,Consumption,
13895,Brazil,1965,0.001848318,Natural Gas,Consumption,
13896,Chile,1965,0.02224008,Natural Gas,Consumption,
13897,Colombia,1965,0.032224499,Natural Gas,Consumption,
13898,Ecuador,1965,0,Natural Gas,Consumption,
13899,Peru,1965,0.013167,Natural Gas,Consumption,
13900,Trinidad & Tobago,1965,0.041139901,Natural Gas,Consumption,
13901,Venezuela,1965,0.270649076,Natural Gas,Consumption,
13902,Central America,1965,0,Natural Gas,Consumption,
13903,Other Caribbean,1965,0.0001053,Natural Gas,Consumption,
13904,Other South America,1965,0.001939921,Natural Gas,Consumption,
13905,Total S. & Cent. America,1965,0.531756496,Natural Gas,Consumption,
13906,Austria,1965,0.063103132,Natural Gas,Consumption,
13907,Belgium,1965,0.002646,Natural Gas,Consumption,
13908,Bulgaria,1965,0.00202581,Natural Gas,Consumption,
13909,Croatia,1965,0,Natural Gas,Consumption,
13910,Cyprus,1965,0,Natural Gas,Consumption,
13911,Czech Republic,1965,0.0154458,Natural Gas,Consumption,
13912,Denmark,1965,0,Natural Gas,Consumption,
13913,Estonia,1965,0,Natural Gas,Consumption,
13914,Finland,1965,0,Natural Gas,Consumption,
13915,France,1965,0.18016918,Natural Gas,Consumption,
13916,Germany,1965,0.111512423,Natural Gas,Consumption,
13917,Greece,1965,0,Natural Gas,Consumption,
13918,Hungary,1965,0.048950098,Natural Gas,Consumption,
13919,Iceland,1965,0,Natural Gas,Consumption,
13920,Ireland,1965,0,Natural Gas,Consumption,
13921,Italy,1965,0.265489191,Natural Gas,Consumption,
13922,Latvia,1965,0,Natural Gas,Consumption,
13923,Lithuania,1965,0,Natural Gas,Consumption,
13924,Luxembourg,1965,0,Natural Gas,Consumption,
13925,Netherlands,1965,0.054000001,Natural Gas,Consumption,
13926,North Macedonia,1965,0,Natural Gas,Consumption,
13927,Norway,1965,0,Natural Gas,Consumption,
13928,Poland,1965,0.061675198,Natural Gas,Consumption,
13929,Portugal,1965,0,Natural Gas,Consumption,
13930,Romania,1965,0.505764961,Natural Gas,Consumption,
13931,Slovakia,1965,0.01074708,Natural Gas,Consumption,
13932,Slovenia,1965,0,Natural Gas,Consumption,
13933,Spain,1965,0,Natural Gas,Consumption,
13934,Sweden,1965,0,Natural Gas,Consumption,
13935,Switzerland,1965,0,Natural Gas,Consumption,
13936,Turkey,1965,0,Natural Gas,Consumption,
13937,Ukraine,1965,0,Natural Gas,Consumption,
13938,United Kingdom,1965,0.030940453,Natural Gas,Consumption,
13939,Other Europe,1965,0.01245375,Natural Gas,Consumption,
13940,Total Europe,1965,1.364923076,Natural Gas,Consumption,
13941,Azerbaijan,1965,0,Natural Gas,Consumption,
13942,Belarus,1965,0,Natural Gas,Consumption,
13943,Kazakhstan,1965,0,Natural Gas,Consumption,
13944,Russian Federation,1965,0,Natural Gas,Consumption,
13945,Turkmenistan,1965,0,Natural Gas,Consumption,
13946,Uzbekistan,1965,0,Natural Gas,Consumption,
13947,Other CIS,1965,0,Natural Gas,Consumption,
13948,Total CIS,1965,4.380329609,Natural Gas,Consumption,
13949,Iran,1965,0.028127804,Natural Gas,Consumption,
13950,Iraq,1965,0.017031601,Natural Gas,Consumption,
13951,Israel,1965,0.002627719,Natural Gas,Consumption,
13952,Kuwait,1965,0.0621414,Natural Gas,Consumption,
13953,Oman,1965,0,Natural Gas,Consumption,
13954,Qatar,1965,0.00301806,Natural Gas,Consumption,
13955,Saudi Arabia,1965,0.021614401,Natural Gas,Consumption,
13956,United Arab Emirates,1965,0,Natural Gas,Consumption,
13957,Other Middle East,1965,0.0017559,Natural Gas,Consumption,
13958,Total Middle East,1965,0.136316885,Natural Gas,Consumption,
13959,Algeria,1965,0.026749801,Natural Gas,Consumption,
13960,Egypt,1965,0.00169785,Natural Gas,Consumption,
13961,Morocco,1965,0.0018522,Natural Gas,Consumption,
13962,South Africa,1965,0,Natural Gas,Consumption,
13963,Eastern Africa,1965,0,Natural Gas,Consumption,
13964,Middle Africa,1965,0.0003879,Natural Gas,Consumption,
13965,Western Africa,1965,0.003439995,Natural Gas,Consumption,
13966,Other Northern Africa,1965,0.0003312,Natural Gas,Consumption,
13967,Other Southern Africa,1965,0,Natural Gas,Consumption,
13968,Total Africa,1965,0.034458946,Natural Gas,Consumption,
13969,Australia,1965,0.00010611,Natural Gas,Consumption,
13970,Bangladesh,1965,0,Natural Gas,Consumption,
13971,China,1965,0.039911505,Natural Gas,Consumption,
13972,China Hong Kong SAR,1965,0,Natural Gas,Consumption,
13973,India,1965,0.008541072,Natural Gas,Consumption,
13974,Indonesia,1965,0.018270001,Natural Gas,Consumption,
13975,Japan,1965,0.065741397,Natural Gas,Consumption,
13976,Malaysia,1965,0,Natural Gas,Consumption,
13977,New Zealand,1965,0,Natural Gas,Consumption,
13978,Pakistan,1965,0.053176139,Natural Gas,Consumption,
13979,Philippines,1965,0,Natural Gas,Consumption,
13980,Singapore,1965,0,Natural Gas,Consumption,
13981,South Korea,1965,0,Natural Gas,Consumption,
13982,Sri Lanka,1965,0,Natural Gas,Consumption,
13983,Taiwan,1965,0.00830583,Natural Gas,Consumption,
13984,Thailand,1965,0,Natural Gas,Consumption,
13985,Vietnam,1965,0,Natural Gas,Consumption,
13986,Other Asia Pacific,1965,0.008383027,Natural Gas,Consumption,
13987,Total Asia Pacific,1965,0.202435081,Natural Gas,Consumption,
13988,Total World,1965,22.69375378,Natural Gas,Consumption,
13989,of which: OECD,1965,17.01115204,Natural Gas,Consumption,
13990,                 Non-OECD,1965,5.682601733,Natural Gas,Consumption,
13991,                 European Union #,1965,1.321528874,Natural Gas,Consumption,
13992,Canada,1966,0.854009569,Natural Gas,Consumption,
13993,Mexico,1966,0.306408316,Natural Gas,Consumption,
13994,US,1966,16.13792229,Natural Gas,Consumption,
13995,Total North America,1966,17.29834017,Natural Gas,Consumption,
13996,Argentina,1966,0.160765916,Natural Gas,Consumption,
13997,Brazil,1966,0.002161449,Natural Gas,Consumption,
13998,Chile,1966,0.023225401,Natural Gas,Consumption,
13999,Colombia,1966,0.0336105,Natural Gas,Consumption,
14000,Ecuador,1966,0,Natural Gas,Consumption,
14001,Peru,1966,0.01375605,Natural Gas,Consumption,
14002,Trinidad & Tobago,1966,0.048325501,Natural Gas,Consumption,
14003,Venezuela,1966,0.283795923,Natural Gas,Consumption,
14004,Central America,1966,0,Natural Gas,Consumption,
14005,Other Caribbean,1966,0.0001053,Natural Gas,Consumption,
14006,Other South America,1966,0.002441199,Natural Gas,Consumption,
14007,Total S. & Cent. America,1966,0.56818724,Natural Gas,Consumption,
14008,Austria,1966,0.067755722,Natural Gas,Consumption,
14009,Belgium,1966,0.0047754,Natural Gas,Consumption,
14010,Bulgaria,1966,0.00302211,Natural Gas,Consumption,
14011,Croatia,1966,0,Natural Gas,Consumption,
14012,Cyprus,1966,0,Natural Gas,Consumption,
14013,Czech Republic,1966,0.016164901,Natural Gas,Consumption,
14014,Denmark,1966,0,Natural Gas,Consumption,
14015,Estonia,1966,0,Natural Gas,Consumption,
14016,Finland,1966,0,Natural Gas,Consumption,
14017,France,1966,0.19006741,Natural Gas,Consumption,
14018,Germany,1966,0.134027719,Natural Gas,Consumption,
14019,Greece,1966,0,Natural Gas,Consumption,
14020,Hungary,1966,0.060682502,Natural Gas,Consumption,
14021,Iceland,1966,0,Natural Gas,Consumption,
14022,Ireland,1966,0,Natural Gas,Consumption,
14023,Italy,1966,0.289876491,Natural Gas,Consumption,
14024,Latvia,1966,0,Natural Gas,Consumption,
14025,Lithuania,1966,0,Natural Gas,Consumption,
14026,Luxembourg,1966,0,Natural Gas,Consumption,
14027,Netherlands,1966,0.103,Natural Gas,Consumption,
14028,North Macedonia,1966,0,Natural Gas,Consumption,
14029,Norway,1966,0,Natural Gas,Consumption,
14030,Poland,1966,0.073316701,Natural Gas,Consumption,
14031,Portugal,1966,0,Natural Gas,Consumption,
14032,Romania,1966,0.545279443,Natural Gas,Consumption,
14033,Slovakia,1966,0.01195236,Natural Gas,Consumption,
14034,Slovenia,1966,0,Natural Gas,Consumption,
14035,Spain,1966,0,Natural Gas,Consumption,
14036,Sweden,1966,0,Natural Gas,Consumption,
14037,Switzerland,1966,0,Natural Gas,Consumption,
14038,Turkey,1966,0,Natural Gas,Consumption,
14039,Ukraine,1966,0,Natural Gas,Consumption,
14040,United Kingdom,1966,0.030186828,Natural Gas,Consumption,
14041,Other Europe,1966,0.01522935,Natural Gas,Consumption,
14042,Total Europe,1966,1.545336937,Natural Gas,Consumption,
14043,Azerbaijan,1966,0,Natural Gas,Consumption,
14044,Belarus,1966,0,Natural Gas,Consumption,
14045,Kazakhstan,1966,0,Natural Gas,Consumption,
14046,Russian Federation,1966,0,Natural Gas,Consumption,
14047,Turkmenistan,1966,0,Natural Gas,Consumption,
14048,Uzbekistan,1966,0,Natural Gas,Consumption,
14049,Other CIS,1966,0,Natural Gas,Consumption,
14050,Total CIS,1966,4.886547565,Natural Gas,Consumption,
14051,Iran,1966,0.02949007,Natural Gas,Consumption,
14052,Iraq,1966,0.0207594,Natural Gas,Consumption,
14053,Israel,1966,0.003406554,Natural Gas,Consumption,
14054,Kuwait,1966,0.081395999,Natural Gas,Consumption,
14055,Oman,1966,0,Natural Gas,Consumption,
14056,Qatar,1966,0.00305532,Natural Gas,Consumption,
14057,Saudi Arabia,1966,0.025992,Natural Gas,Consumption,
14058,United Arab Emirates,1966,0,Natural Gas,Consumption,
14059,Other Middle East,1966,0.002106,Natural Gas,Consumption,
14060,Total Middle East,1966,0.166205343,Natural Gas,Consumption,
14061,Algeria,1966,0.0277893,Natural Gas,Consumption,
14062,Egypt,1966,0.0019404,Natural Gas,Consumption,
14063,Morocco,1966,0.0018522,Natural Gas,Consumption,
14064,South Africa,1966,0,Natural Gas,Consumption,
14065,Eastern Africa,1966,3.33E-05,Natural Gas,Consumption,
14066,Middle Africa,1966,0.0003879,Natural Gas,Consumption,
14067,Western Africa,1966,0.006178828,Natural Gas,Consumption,
14068,Other Northern Africa,1966,0.0003312,Natural Gas,Consumption,
14069,Other Southern Africa,1966,0,Natural Gas,Consumption,
14070,Total Africa,1966,0.038513129,Natural Gas,Consumption,
14071,Australia,1966,0.00014148,Natural Gas,Consumption,
14072,Bangladesh,1966,0,Natural Gas,Consumption,
14073,China,1966,0.048619468,Natural Gas,Consumption,
14074,China Hong Kong SAR,1966,0,Natural Gas,Consumption,
14075,India,1966,0.009587772,Natural Gas,Consumption,
14076,Indonesia,1966,0.0186354,Natural Gas,Consumption,
14077,Japan,1966,0.0674631,Natural Gas,Consumption,
14078,Malaysia,1966,0,Natural Gas,Consumption,
14079,New Zealand,1966,0,Natural Gas,Consumption,
14080,Pakistan,1966,0.060089938,Natural Gas,Consumption,
14081,Philippines,1966,0,Natural Gas,Consumption,
14082,Singapore,1966,0,Natural Gas,Consumption,
14083,South Korea,1966,0,Natural Gas,Consumption,
14084,Sri Lanka,1966,0,Natural Gas,Consumption,
14085,Taiwan,1966,0.00932139,Natural Gas,Consumption,
14086,Thailand,1966,0,Natural Gas,Consumption,
14087,Vietnam,1966,0,Natural Gas,Consumption,
14088,Other Asia Pacific,1966,0.01074276,Natural Gas,Consumption,
14089,Total Asia Pacific,1966,0.224601308,Natural Gas,Consumption,
14090,Total World,1966,24.72773169,Natural Gas,Consumption,
14091,of which: OECD,1966,18.40799324,Natural Gas,Consumption,
14092,                 Non-OECD,1966,6.319738454,Natural Gas,Consumption,
14093,                 European Union #,1966,1.499920759,Natural Gas,Consumption,
14094,Canada,1967,0.906901896,Natural Gas,Consumption,
14095,Mexico,1967,0.263507426,Natural Gas,Consumption,
14096,US,1967,17.0394783,Natural Gas,Consumption,
14097,Total North America,1967,18.20988762,Natural Gas,Consumption,
14098,Argentina,1967,0.168118015,Natural Gas,Consumption,
14099,Brazil,1967,0.002443378,Natural Gas,Consumption,
14100,Chile,1967,0.02058615,Natural Gas,Consumption,
14101,Colombia,1967,0.041579999,Natural Gas,Consumption,
14102,Ecuador,1967,0,Natural Gas,Consumption,
14103,Peru,1967,0.01285515,Natural Gas,Consumption,
14104,Trinidad & Tobago,1967,0.0533376,Natural Gas,Consumption,
14105,Venezuela,1967,0.310968727,Natural Gas,Consumption,
14106,Central America,1967,0,Natural Gas,Consumption,
14107,Other Caribbean,1967,0.0001053,Natural Gas,Consumption,
14108,Other South America,1967,0.002562317,Natural Gas,Consumption,
14109,Total S. & Cent. America,1967,0.612556635,Natural Gas,Consumption,
14110,Austria,1967,0.064914063,Natural Gas,Consumption,
14111,Belgium,1967,0.0181998,Natural Gas,Consumption,
14112,Bulgaria,1967,0.00919917,Natural Gas,Consumption,
14113,Croatia,1967,0,Natural Gas,Consumption,
14114,Cyprus,1967,0,Natural Gas,Consumption,
14115,Czech Republic,1967,0.0194175,Natural Gas,Consumption,
14116,Denmark,1967,0,Natural Gas,Consumption,
14117,Estonia,1967,0,Natural Gas,Consumption,
14118,Finland,1967,0,Natural Gas,Consumption,
14119,France,1967,0.21722132,Natural Gas,Consumption,
14120,Germany,1967,0.172759131,Natural Gas,Consumption,
14121,Greece,1967,0,Natural Gas,Consumption,
14122,Hungary,1967,0.077885099,Natural Gas,Consumption,
14123,Iceland,1967,0,Natural Gas,Consumption,
14124,Ireland,1967,0,Natural Gas,Consumption,
14125,Italy,1967,0.316631705,Natural Gas,Consumption,
14126,Latvia,1967,0,Natural Gas,Consumption,
14127,Lithuania,1967,0,Natural Gas,Consumption,
14128,Luxembourg,1967,0,Natural Gas,Consumption,
14129,Netherlands,1967,0.181999996,Natural Gas,Consumption,
14130,North Macedonia,1967,0,Natural Gas,Consumption,
14131,Norway,1967,0,Natural Gas,Consumption,
14132,Poland,1967,0.089595899,Natural Gas,Consumption,
14133,Portugal,1967,0,Natural Gas,Consumption,
14134,Romania,1967,0.601136684,Natural Gas,Consumption,
14135,Slovakia,1967,0.01432944,Natural Gas,Consumption,
14136,Slovenia,1967,0,Natural Gas,Consumption,
14137,Spain,1967,0,Natural Gas,Consumption,
14138,Sweden,1967,0,Natural Gas,Consumption,
14139,Switzerland,1967,0,Natural Gas,Consumption,
14140,Turkey,1967,0,Natural Gas,Consumption,
14141,Ukraine,1967,0,Natural Gas,Consumption,
14142,United Kingdom,1967,0.050785884,Natural Gas,Consumption,
14143,Other Europe,1967,0.01762416,Natural Gas,Consumption,
14144,Total Europe,1967,1.85169985,Natural Gas,Consumption,
14145,Azerbaijan,1967,0,Natural Gas,Consumption,
14146,Belarus,1967,0,Natural Gas,Consumption,
14147,Kazakhstan,1967,0,Natural Gas,Consumption,
14148,Russian Federation,1967,0,Natural Gas,Consumption,
14149,Turkmenistan,1967,0,Natural Gas,Consumption,
14150,Uzbekistan,1967,0,Natural Gas,Consumption,
14151,Other CIS,1967,0,Natural Gas,Consumption,
14152,Total CIS,1967,5.379930496,Natural Gas,Consumption,
14153,Iran,1967,0.030916596,Natural Gas,Consumption,
14154,Iraq,1967,0.0165528,Natural Gas,Consumption,
14155,Israel,1967,0.003814837,Natural Gas,Consumption,
14156,Kuwait,1967,0.0926136,Natural Gas,Consumption,
14157,Oman,1967,0,Natural Gas,Consumption,
14158,Qatar,1967,0.00421038,Natural Gas,Consumption,
14159,Saudi Arabia,1967,0.0313101,Natural Gas,Consumption,
14160,United Arab Emirates,1967,0.015935401,Natural Gas,Consumption,
14161,Other Middle East,1967,0.002106,Natural Gas,Consumption,
14162,Total Middle East,1967,0.197459714,Natural Gas,Consumption,
14163,Algeria,1967,0.0269577,Natural Gas,Consumption,
14164,Egypt,1967,0.0019404,Natural Gas,Consumption,
14165,Morocco,1967,0.0018522,Natural Gas,Consumption,
14166,South Africa,1967,0,Natural Gas,Consumption,
14167,Eastern Africa,1967,3.33E-05,Natural Gas,Consumption,
14168,Middle Africa,1967,0.0005949,Natural Gas,Consumption,
14169,Western Africa,1967,0.006356141,Natural Gas,Consumption,
14170,Other Northern Africa,1967,0.0003312,Natural Gas,Consumption,
14171,Other Southern Africa,1967,0,Natural Gas,Consumption,
14172,Total Africa,1967,0.038065841,Natural Gas,Consumption,
14173,Australia,1967,0.00014148,Natural Gas,Consumption,
14174,Bangladesh,1967,0,Natural Gas,Consumption,
14175,China,1967,0.052973453,Natural Gas,Consumption,
14176,China Hong Kong SAR,1967,0,Natural Gas,Consumption,
